800
500
53,89,71,48,48,19,82,59,49,79,53,21,2,96,67,19,42,45,77,87,43,34,30,57,28,43,14,42,16,62,87,70,51,58,18,52,77,52,63,79,83,16,0,86,64,19,57,6,17,34,46,60,20,76,17,48,19,83,91,35,97,30,57,1,41,27,53,18,79,16,49,63,84,50,49,1,21,58,7,38,44,5,51,65,81,20,13,0,4,56,88,53,87,45,54,28,73,59,98,52,27,48,15,64,50,16,65,71,74,24,62,19,30,13,84,11,33,49,64,89,6,4,43,45,1,49,25,74,9,75,79,88,75,46,52,77,63,17,1,89,94,63,60,24,76,44,87,61,46,3,51,52,59,46,49,61,95,26,35,56,1,66,45,29,13,97,6,28,67,7,17,61,22,78,37,98,74,76,60,20,32,63,24,91,9,25,52,4,51,40,13,5,6,58,34,71,7,92,99,74,52,69,87,74,47,76,73,73,5,85,94,37,48,70,28,9,96,33,65,47,25,78,4,31,36,38,55,96,83,54,22,35,75,62,9,74,38,34,48,43,19,94,32,19,64,13,28,60,46,94,8,71,72,12,54,61,3,61,9,86,68,31,73,43,93,82,18,84,17,66,27,88,60,12,8,76,25,88,37,23,82,97,46,7,61,52,20,64,14,29,2,82,60,75,77,54,10,95,38,79,13,17,67,25,81,27,2,6,16,39,81,98,36,27,57,49,32,77,14,46,6,68,80,67,96,57,73,6,5,63,37,18,32,4,44,14,32,98,72,0,89,6,98,77,85,8,26,17,85,92,15,92,61,95,11,9,53,36,67,58,99,4,28,31,8,24,97,92,22,70,92,63,76,43,40,13,51,67,31,36,59,46,80,72,42,91,81,47,27,48,57,78,52,37,62,13,62,59,5,36,81,98,0,9,41,40,23,44,59,6,80,19,52,61,43,46,4,25,45,84,73,2,14,78,40,76,91,54,88,96,90,69,46,90,31,39,83,6,83,42,12,16,13,16,77,57,63,33,82,8,17,7,63,32,37,55,60,28,9,48,77,51,70,23,42,53,15,25,59,98,19,23,14,33,39,43,90,2,77,24,63,46,31,78,30,69,33,43,49,94,91,26,45,13,2,39,66,17,16,25
67,36,0,82,69,40,77,11,94,6,35,9,53,18,87,35,39,72,78,89,66,22,67,12,35,21,51,54,38,68,31,6,56,32,40,25,72,17,88,18,24,23,28,29,93,15,16,33,88,47,74,6,21,93,18,56,15,22,10,5,42,94,11,98,26,3,75,50,21,15,68,97,90,48,78,83,64,94,68,4,93,94,10,14,88,81,23,55,55,85,60,49,79,24,99,5,27,74,55,0,41,76,49,31,24,27,14,40,74,35,96,67,29,7,34,69,40,57,24,47,42,37,96,22,61,95,79,40,21,35,93,62,63,42,45,87,70,59,28,96,94,24,15,76,83,49,45,75,6,22,74,1,59,70,23,72,17,2,12,90,89,57,4,52,0,49,92,22,61,72,18,55,48,85,31,84,35,29,11,93,51,86,94,62,8,17,34,78,72,98,68,13,56,73,18,8,74,10,30,35,34,0,43,82,85,74,18,72,55,30,66,6,68,60,68,76,30,54,54,54,53,23,67,61,48,85,69,74,47,51,10,81,51,53,16,88,79,34,13,35,16,79,93,84,91,14,61,21,68,67,75,73,42,95,34,90,80,55,65,80,6,27,13,9,80,29,50,11,16,63,46,84,42,92,69,33,6,82,7,26,1,34,52,44,29,86,86,62,94,3,94,52,30,7,62,62,37,12,74,5,75,72,41,69,64,62,54,70,44,61,49,98,48,1,42,29,39,80,91,33,84,37,86,66,45,0,29,34,12,55,39,39,27,80,8,92,43,14,14,39,76,63,37,76,64,31,5,56,12,49,89,48,86,27,14,31,79,95,65,91,50,56,82,78,89,42,22,84,57,36,75,85,52,65,61,68,96,18,24,60,19,66,60,6,45,75,89,25,22,7,68,25,15,51,55,56,45,77,40,2,65,16,87,69,81,0,38,29,19,14,42,90,32,2,48,78,29,38,55,52,97,75,77,64,78,32,21,24,61,13,26,26,81,66,96,14,66,86,44,37,0,38,28,85,40,76,63,70,66,70,74,15,45,51,80,24,35,53,48,96,66,26,74,48,92,22,62,59,8,58,48,9,96,76,94,89,53,9,59,19,31,33,35,28,36,67,52,23,20,52,19,38,79,45,38,23,68,53,82,76
63,83,37,60,59,83,49,64,44,60,84,75,45,71,4,81,90,8,4,62,13,75,0,92,20,91,67,88,44,50,17,7,85,54,19,44,38,20,9,82,80,45,10,25,68,66,58,58,74,14,20,87,89,72,31,62,63,99,2,59,1,19,67,86,74,38,82,64,59,91,98,39,88,8,17,56,26,27,66,53,42,38,40,83,11,24,45,26,75,48,38,28,67,5,14,93,43,48,57,54,40,56,94,80,16,63,37,43,90,3,48,84,94,40,68,57,64,65,83,91,13,73,19,33,78,85,78,74,34,36,28,26,44,74,6,12,89,95,7,80,51,55,16,45,96,84,2,60,50,37,4,15,11,23,0,41,9,79,15,95,15,96,21,11,22,79,23,12,75,31,44,26,86,60,71,34,97,73,95,47,62,51,14,73,74,15,15,35,94,82,30,9,30,3,72,53,83,95,17,10,78,61,36,17,73,59,51,70,32,98,69,94,49,84,20,24,99,35,11,93,69,42,54,0,45,26,53,80,73,22,90,52,83,78,69,8,37,20,79,21,19,48,68,20,32,88,44,83,75,56,76,44,50,30,44,47,8,49,80,82,71,70,34,6,1,55,15,38,27,46,60,98,94,80,19,79,68,15,62,43,23,91,87,73,21,32,73,82,33,53,64,5,75,50,11,76,5,78,15,32,24,27,31,71,7,2,2,27,17,16,70,41,7,9,14,81,93,87,63,27,92,79,84,68,29,47,44,34,26,11,18,2,90,1,25,49,3,79,76,21,96,98,14,55,60,28,88,53,68,51,32,12,30,68,80,11,16,77,97,94,88,16,48,31,17,74,80,73,53,9,94,1,7,8,57,19,88,45,25,8,49,57,21,31,26,53,43,94,30,40,88,71,8,36,2,26,62,34,51,68,43,97,69,3,57,78,22,45,24,47,6,25,57,79,56,35,32,51,81,15,92,69,86,52,57,40,30,72,74,81,40,70,78,9,73,35,88,47,33,64,95,91,89,4,70,97,91,54,49,72,69,93,93,7,45,50,99,76,22,74,9,62,44,88,24,69,75,12,16,8,28,63,99,69,67,21,66,58,76,15,82,97,60,75,57,58,26,56,86,0,82,95,15,26,83,39,47,11,3,64
19,31,27,71,0,47,92,18,57,20,86,40,70,46,15,79,4,41,35,42,94,70,38,9,48,73,0,96,84,3,60,4,86,39,27,38,86,71,56,44,92,42,84,14,41,99,93,97,93,80,40,39,50,78,48,51,51,48,47,88,3,59,44,41,98,71,79,85,42,87,29,86,30,65,52,23,64,45,20,9,78,12,48,80,90,48,31,94,48,30,34,51,89,78,92,40,49,23,25,43,11,6,82,93,23,34,16,39,32,88,49,10,1,49,42,43,98,26,89,46,56,23,50,98,1,94,38,2,18,15,98,29,73,80,22,96,66,90,35,98,78,36,60,79,86,3,23,36,29,12,34,37,36,36,35,89,31,25,92,49,40,90,30,13,22,4,61,88,94,97,87,72,85,47,52,71,2,27,59,83,91,94,21,27,30,8,17,13,34,61,14,74,3,44,40,25,0,1,65,94,50,52,19,36,52,71,59,6,50,71,90,41,17,11,21,99,19,90,13,5,51,27,80,54,24,72,31,24,25,96,71,28,1,90,64,5,13,75,11,63,98,1,56,15,64,77,15,36,67,28,41,18,7,73,24,83,97,7,8,23,4,31,51,57,21,67,62,34,42,25,49,93,27,5,8,43,83,23,79,2,3,73,73,63,46,49,46,44,57,6,19,13,37,70,70,58,37,84,44,31,9,93,24,88,51,85,32,86,8,63,88,64,36,13,79,35,63,25,31,20,32,2,33,21,72,55,80,61,39,76,44,48,22,21,37,25,6,21,11,66,84,51,82,73,65,61,60,28,39,43,0,71,45,33,44,69,40,76,30,79,53,26,79,75,47,68,0,5,89,63,24,26,14,6,51,31,20,63,59,59,6,11,82,51,44,26,20,84,3,2,15,56,28,95,83,28,15,35,85,57,50,9,35,16,68,86,48,40,49,59,99,7,71,81,58,67,59,30,52,62,32,19,70,12,66,5,92,82,92,78,39,42,39,26,59,59,12,7,99,13,18,98,20,89,31,30,57,43,60,61,5,44,32,28,56,99,33,49,33,26,79,24,68,18,50,79,78,14,86,77,27,57,28,47,46,11,77,55,54,89,68,12,33,1,40,41,52,25,90,85,51,69,61,72,40,11,51,18,25,90
47,52,47,27,51,45,39,80,53,93,69,73,57,54,26,97,95,78,23,38,15,26,7,76,98,99,87,2,17,64,44,17,68,91,44,19,88,83,51,93,29,72,67,86,26,93,36,74,72,11,12,87,37,71,16,88,71,3,42,40,20,86,57,88,29,2,8,17,37,11,11,18,84,30,57,10,23,45,84,47,56,48,87,45,20,3,33,91,58,75,31,78,13,41,67,42,43,27,60,32,38,23,3,22,5,60,85,28,5,21,76,61,70,15,58,90,18,92,81,28,19,64,7,33,5,26,27,0,53,87,85,91,62,88,66,67,48,51,48,5,24,76,66,94,91,24,36,9,68,69,37,40,34,96,25,91,22,52,44,75,92,29,19,6,17,85,74,17,88,74,22,64,50,40,11,41,16,47,2,37,17,91,77,3,40,54,46,62,6,90,90,50,19,61,57,88,98,83,5,86,57,27,2,7,67,13,0,36,61,54,73,30,45,50,85,85,56,31,0,62,22,42,65,93,3,22,82,1,5,87,39,14,67,41,73,86,55,73,22,68,79,95,50,24,97,35,62,53,18,14,68,92,56,33,86,11,7,20,12,64,59,3,78,26,96,51,13,3,76,87,71,55,83,21,31,32,8,93,38,27,59,58,19,15,43,57,78,50,77,90,14,89,45,44,15,42,95,80,45,71,68,69,78,3,90,9,87,51,55,25,30,14,35,1,82,78,59,60,28,88,3,94,29,48,38,45,42,85,77,88,8,97,57,86,52,99,96,40,50,3,17,32,17,53,34,51,83,45,64,12,85,67,58,15,67,49,12,10,34,89,50,43,87,7,81,91,58,77,31,61,32,1,93,2,6,79,53,89,24,17,53,62,36,12,77,56,13,41,18,47,30,68,42,69,27,24,61,85,53,44,46,86,97,92,88,3,71,93,45,48,63,98,10,99,62,39,7,75,80,25,75,62,93,17,84,20,41,97,58,95,41,56,81,91,48,21,46,20,14,91,20,77,90,30,29,4,69,36,32,1,62,7,63,7,24,47,80,18,96,38,13,38,94,46,81,95,67,27,67,33,19,87,11,61,17,40,17,38,28,49,39,90,56,54,50,33,54,30,51,50,20,16,40,66,62,21,61,81,1,28
14,20,15,77,33,84,17,50,22,46,0,13,88,8,20,90,41,74,72,44,24,92,60,17,11,74,38,72,7,39,53,74,11,20,51,44,5,21,47,79,19,99,45,7,7,65,50,1,39,22,97,15,15,10,84,26,84,75,50,44,66,55,18,78,28,69,74,85,90,73,64,9,72,61,69,80,26,19,33,17,41,30,85,8,40,69,86,77,44,89,21,11,44,39,41,24,60,67,9,51,41,26,12,13,87,81,45,66,52,30,35,46,61,20,54,53,42,93,30,38,82,3,1,78,42,42,3,3,62,64,6,3,90,18,68,30,52,14,96,4,44,83,2,57,56,57,11,98,2,93,88,36,49,90,14,91,84,69,46,46,86,4,1,76,75,70,58,27,36,6,83,32,90,86,90,46,95,53,96,97,98,84,33,47,26,99,91,63,69,89,9,7,94,63,83,69,33,42,48,69,0,31,1,90,17,43,88,12,96,84,61,47,21,94,94,99,46,85,62,67,27,24,74,21,87,57,42,20,51,90,41,4,73,94,94,91,38,83,55,86,19,69,33,92,63,28,92,61,65,54,28,92,30,2,65,17,12,59,37,15,49,30,19,23,25,14,66,63,49,73,1,20,42,35,13,58,15,5,19,32,11,48,25,42,50,42,11,62,2,49,78,3,31,49,78,56,63,44,71,64,18,73,85,60,60,50,18,75,7,38,7,18,38,84,12,88,79,24,3,81,25,33,36,56,82,15,65,98,59,88,14,29,61,99,42,73,1,12,48,8,2,8,79,40,92,91,81,71,67,84,4,44,69,41,53,3,56,18,1,67,58,16,97,20,67,91,45,21,3,94,29,6,2,8,46,46,52,79,70,19,63,74,16,84,15,69,88,23,87,89,91,97,57,40,69,77,31,15,98,34,9,79,92,63,88,91,9,40,70,79,11,34,6,27,70,21,96,58,45,35,0,88,33,57,28,2,86,59,17,36,45,78,16,38,41,4,29,3,96,99,34,59,85,40,39,56,14,35,66,59,23,66,99,8,76,27,62,62,38,32,51,83,10,67,21,4,23,2,59,71,54,45,30,39,86,69,47,0,57,14,11,32,32,10,40,8,89,54,23,27,86,74,10,49,41,84,5,16,86,64
87,40,9,69,32,47,39,31,99,48,97,10,80,30,72,72,90,13,26,13,40,13,87,3,14,80,87,19,48,25,83,35,18,44,5,2,44,96,85,43,96,83,6,28,65,78,0,55,44,78,21,84,43,8,87,57,41,26,76,89,52,11,77,22,8,34,24,52,82,9,47,78,44,53,6,61,84,58,69,28,88,90,12,32,50,52,89,91,78,18,33,82,81,10,56,89,44,80,93,26,42,41,56,38,94,14,0,30,72,21,58,12,11,23,44,61,75,86,5,5,4,38,40,37,0,96,79,96,29,72,22,23,65,30,13,12,44,65,42,68,86,1,80,97,24,77,11,51,63,16,56,19,6,48,56,6,97,35,2,26,8,76,1,25,58,14,37,2,80,80,22,66,81,54,16,57,31,27,8,94,95,16,65,1,17,22,59,14,57,61,92,17,89,93,43,47,7,32,1,39,12,75,58,45,29,74,2,13,1,62,7,96,79,25,49,48,47,8,62,56,21,54,74,10,47,69,57,6,1,10,98,66,85,56,11,14,30,14,27,83,28,87,31,59,12,80,7,11,88,69,67,9,23,93,71,22,62,80,81,16,90,79,82,75,35,93,41,17,59,21,0,40,8,31,99,72,63,7,35,3,76,2,12,52,96,35,26,10,15,59,78,5,38,60,32,25,6,73,42,17,46,94,57,6,77,57,78,40,16,13,43,44,68,7,48,16,94,75,26,9,34,5,14,25,17,98,2,75,24,45,93,70,91,2,77,69,59,7,61,75,73,57,72,41,16,20,57,11,95,35,20,82,92,87,59,10,37,61,85,61,58,30,32,50,33,61,71,44,68,84,72,41,41,44,82,10,64,91,21,12,27,93,46,71,32,5,81,70,66,19,31,25,1,15,27,86,76,50,31,45,34,55,38,28,51,73,38,67,64,11,79,43,4,25,67,89,82,0,59,49,19,42,26,73,10,5,59,38,55,42,35,41,49,74,69,0,47,7,68,63,70,99,59,27,77,26,16,59,26,27,60,98,69,38,23,31,43,34,70,50,29,5,92,78,79,61,31,78,21,51,94,91,2,5,70,79,83,86,91,61,13,51,11,35,42,34,66,85,21,36,36,50,94,28,28,25,41,11,4,14
62,50,58,65,7,28,96,90,15,39,51,28,91,15,63,33,49,82,70,70,70,58,72,64,86,1,90,80,64,46,94,79,48,4,96,55,33,92,45,0,32,48,28,75,63,44,60,13,78,82,35,48,41,8,13,79,61,3,59,25,1,6,56,49,10,52,4,95,45,1,95,29,49,24,56,13,20,16,78,98,98,65,46,39,25,11,19,86,66,30,64,67,36,20,16,99,73,72,94,70,73,90,51,23,66,7,88,38,75,66,36,25,31,34,17,57,46,36,95,12,18,11,32,7,32,0,6,57,73,52,79,98,42,30,21,60,37,61,98,12,27,34,37,11,21,54,68,19,42,63,83,13,75,15,20,59,68,78,68,93,82,47,91,25,29,65,37,18,26,36,82,54,22,71,65,43,78,85,14,72,0,98,85,27,65,57,38,33,87,6,26,70,5,18,47,86,35,84,4,61,20,86,67,43,58,84,38,36,69,5,8,70,3,46,49,68,3,88,54,91,46,80,61,52,50,8,90,85,44,95,99,65,81,66,60,91,51,50,27,72,55,88,94,10,34,44,31,37,84,85,80,30,17,41,34,20,1,25,57,46,20,56,63,53,75,23,45,78,25,72,50,81,12,45,91,46,41,74,84,25,59,64,7,29,58,42,49,11,19,6,57,39,63,20,44,90,95,89,68,21,14,18,54,26,15,97,73,56,72,9,33,83,25,41,12,83,35,61,95,54,68,4,45,83,77,89,73,24,79,41,97,45,11,51,71,27,1,96,35,73,5,21,56,31,14,69,66,49,82,61,55,2,18,0,85,95,89,10,71,20,3,69,17,15,72,89,94,73,85,29,98,43,50,55,74,64,76,40,65,10,54,20,13,72,72,50,19,14,61,42,86,16,11,4,31,84,45,25,57,82,7,56,25,9,63,51,26,91,44,91,53,98,64,66,22,36,17,93,50,30,35,89,46,47,93,30,83,38,7,92,20,14,0,46,24,15,97,50,6,41,93,60,91,57,78,65,46,47,58,48,29,46,37,76,45,30,58,28,20,65,72,41,80,73,39,56,88,88,58,47,82,51,59,73,61,89,91,7,37,49,7,66,47,97,94,92,27,52,20,0,70,93,41,2,18,32,58,6,20,16
5,2,19,16,28,80,6,19,39,43,20,99,61,68,96,56,60,75,60,33,75,82,78,68,84,96,0,94,54,21,62,12,75,82,28,55,14,34,26,6,29,47,5,91,67,1,99,79,28,11,64,4,94,42,24,78,90,25,73,97,98,35,9,25,69,89,81,36,24,7,42,5,6,99,96,73,52,47,5,80,59,69,36,53,12,61,83,54,38,56,3,36,44,12,13,65,54,94,1,78,54,43,35,60,42,84,86,94,31,91,27,42,60,63,95,24,24,79,31,14,87,34,2,83,99,16,49,53,62,50,83,16,46,18,29,88,54,67,35,86,10,62,28,22,25,76,47,2,7,30,16,94,64,19,78,15,87,27,68,49,29,51,18,75,22,99,16,76,18,51,14,28,65,95,50,42,71,49,96,78,79,65,24,96,84,2,11,23,81,32,72,11,35,42,38,57,41,54,86,59,57,0,39,22,95,90,17,18,91,13,48,23,78,73,19,14,27,82,37,61,14,62,72,2,4,62,59,98,17,97,57,74,50,49,49,97,39,66,16,82,31,64,5,10,89,76,76,69,11,14,30,77,28,54,79,32,16,91,30,33,88,40,60,38,89,61,36,80,79,4,62,10,20,20,72,62,96,1,31,7,15,61,85,95,15,16,27,83,7,10,69,96,50,29,86,91,42,74,23,21,30,37,83,51,57,8,13,6,9,96,65,76,57,2,71,24,19,98,7,26,60,76,74,62,57,13,53,99,87,28,72,70,66,56,21,23,16,86,29,25,82,47,1,91,49,72,67,68,22,74,95,83,3,21,45,12,34,51,64,74,79,36,44,45,44,17,21,60,55,2,37,37,49,38,80,99,62,47,67,85,73,14,20,76,88,65,41,22,68,5,48,48,93,44,45,38,61,18,50,16,21,40,5,22,78,85,73,41,32,93,78,6,7,98,34,47,63,75,70,84,80,70,32,26,15,29,16,28,48,66,97,21,58,2,43,37,40,69,30,24,62,8,30,21,6,17,69,21,44,91,5,25,61,89,3,28,71,19,57,71,37,54,92,96,8,87,33,48,56,15,73,18,23,55,40,81,72,61,54,69,52,60,46,13,1,49,42,72,68,99,43,5,5,87,1,13,27,86,14,35
1,87,6,24,94,98,57,19,59,12,88,11,72,34,24,25,83,18,50,51,69,45,56,74,33,10,40,12,96,54,47,98,93,53,22,87,51,80,6,10,92,94,21,16,28,98,93,63,68,43,14,38,89,23,64,74,33,56,86,29,10,85,27,55,39,2,43,42,34,1,5,78,48,78,46,76,76,39,92,97,35,6,35,24,81,51,50,14,8,88,44,70,73,23,78,64,25,21,59,11,74,64,89,22,42,35,51,71,27,43,68,62,1,55,38,83,6,88,97,66,28,93,89,1,69,67,18,46,88,77,58,14,41,99,37,35,87,88,6,14,83,74,76,84,81,14,67,88,54,17,54,82,62,43,35,83,10,5,30,50,82,40,17,75,39,54,11,26,94,69,92,77,96,68,13,77,34,33,65,88,2,72,22,16,67,58,0,30,63,30,32,98,22,49,25,61,55,88,40,49,58,32,78,54,53,92,83,87,25,1,28,79,73,2,95,92,12,95,74,28,77,7,26,99,8,3,13,64,92,53,65,2,37,44,8,90,88,91,30,65,92,10,44,17,12,39,10,25,35,36,53,64,43,31,64,4,34,29,20,78,34,37,80,71,81,88,14,21,32,96,86,24,6,82,42,70,22,4,95,9,40,0,73,36,83,89,92,18,18,12,96,52,49,29,24,83,69,90,56,1,86,95,26,44,77,20,14,99,76,62,60,16,62,34,4,46,23,96,16,94,60,64,46,62,93,22,97,63,12,53,16,98,48,42,42,78,14,9,77,90,71,90,59,85,24,63,83,99,12,99,93,24,16,92,86,61,14,35,76,27,89,93,77,89,35,20,67,50,29,97,92,52,39,51,37,63,67,21,14,79,72,60,3,88,52,42,50,66,77,26,93,18,19,23,60,7,43,79,9,24,28,1,28,67,5,65,82,72,38,97,3,11,9,58,99,13,52,1,79,30,28,25,0,99,48,12,58,43,92,67,19,20,21,47,88,26,64,70,50,3,19,53,14,28,63,65,41,16,67,73,98,47,50,98,98,50,63,57,93,55,76,64,27,49,63,15,27,79,38,77,82,9,82,48,38,46,14,31,62,33,56,12,32,6,62,30,8,25,39,1,32,16,17,60,17,32,27,45,12,65
